pro_beanz,Kimetsu no Yaiba Movie: Mugen Ressha-hen,-0.18913618131321386
pro_beanz,Mob Psycho 100,-0.18464618131321398
pro_beanz,Mob Psycho 100: Reigen - Shirarezaru Kiseki n,-0.15851772683989762
pro_beanz,Mob Psycho 100 II,-0.10719563578653024
pro_beanz,Shingeki no Kyojin,-0.07157563578653026
pro_beanz,Tokyo Ghoul √A,0.29152390974015363
pro_beanz,Samurai Champloo,0.1989154552668373
pro_beanz,Tokyo Ghoul:re 2nd Season,0.10799481868678606
pro_beanz,Tokyo Ghoul:re,0.10743881868678606
pro_beanz,Shingeki no Kyojin Season 2,0.06026490974015353
Twan_O,Spy x Family,-0.3414286544633659
Twan_O,Initial D Fourth Stage,-0.2830286544633659
Twan_O,"Kanojo, Okarishimasu",-0.23587054538613839
Twan_O,Chuunibyou demo Koi ga Shitai!,-0.23441665446336601
Twan_O,Kawaii dake ja Nai Shikimori-san,-0.22839154538613837
Twan_O,Shingeki no Kyojin,0.15400890922772326
Twan_O,Made in Abyss,0.13857890922772342
Twan_O,Mushoku Tensei: Isekai Ittara Honki Dasu Part,0.13134890922772335
Twan_O,Kidou Senshi Gundam: Suisei no Majo,0.1297640183049511
Twan_O,Vinland Saga Season 2,0.10959890922772342
AB123t,Sousou no Frieren,-0.1726399999999999
AB123t,Steins;Gate,-0.16067999999999993
AB123t,Hunter x Hunter (2011),-0.14775000000000005
AB123t,Fruits Basket: The Final,-0.14764
AB123t,Koe no Katachi,-0.14325999999999994
AB123t,Hatsukoi Monster: Mou Chotto dake Tsuzukunja,0.37848499999999996
AB123t,Hatsukoi Monster,0.36375900000000005
AB123t,Seisen Cerberus: Ryuukoku no Fatalités,0.345391
AB123t,Shin Shinka no Mi: Shiranai Uchi ni Kachigumi,0.33084199999999997
AB123t,Isekai Cheat Magician,0.32365200000000005
TaraLyn84,Jujutsu Kaisen,-0.1184639413264077
TaraLyn84,Naruto: Shippuuden,-0.07124394132640766
TaraLyn84,Shingeki no Kyojin: The Final Season,-0.03278104591823072
IsaacNewton2,Dragon Ball Super,-0.7830796477253131
IsaacNewton2,Edens Zero,-0.7660766477253131
IsaacNewton2,Darling in the FranXX,-0.7532436477253132
IsaacNewton2,Boku no Hero Academia,-0.6997582954506263
IsaacNewton2,Kanojo mo Kanojo,-0.6709236477253132
IsaacNewton2,Henkei Shoujo,0.7503705227468686
IsaacNewton2,Ueno-san wa Bukiyou,0.5891485227468686
IsaacNewton2,Inferno Cop,0.5862645227468686
IsaacNewton2,Pingu in the City,0.5624515227468686
IsaacNewton2,Momokuri,0.5197695227468686
Perivoje,Given,-0.8690911764705883
Perivoje,Umibe no Étranger,-0.7807461764705882
Perivoje,Adachi to Shimamura,-0.7488831764705882
Perivoje,Happy Sugar Life,-0.6920411764705882
Perivoje,Citrus,-0.6470051764705882
Perivoje,NHK ni Youkoso!,0.4275682352941177
Perivoje,Suzumiya Haruhi no Yuuutsu (2009),0.4207254117647058
Perivoje,Suzumiya Haruhi no Shoushitsu,0.3713882352941178
Perivoje,Violet Evergarden,0.3634582352941178
Perivoje,Kara no Kyoukai Movie 4: Garan no Dou,0.3535644117647059
Duckss,Sen to Chihiro no Kamikakushi,-0.9519786951236879
Duckss,Shigatsu wa Kimi no Uso,-0.946468695123688
Duckss,Ao Haru Ride,-0.800148695123688
Duckss,Fairy Tail OVA,-0.761967695123688
Duckss,Guilty Crown,-0.7570506951236882
Duckss,Koori Zokusei Danshi to Cool na Douryou Joshi,0.49606304876311924
Duckss,Gosick: Utsukushiki Kaibutsu wa Konton no Sen,0.42067774388680734
Duckss,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu,0.40809304876311936
Duckss,Boku no Hero Academia 3rd Season,0.40065304876311925
